"Variable","Label"
"hv109_37","educational attainment"
"hv109_38","educational attainment"
"hv109_39","educational attainment"
"hv109_40","educational attainment"
"hv109_41","educational attainment"
"hv109_42","educational attainment"
"hv109_43","educational attainment"
"hv109_44","educational attainment"
"hv109_45","educational attainment"
"hv109_46","educational attainment"
"hv109_47","educational attainment"
"hv109_48","educational attainment"
"hv109_49","educational attainment"
"hv109_50","educational attainment"
"hv109_51","educational attainment"
"hv109_52","educational attainment"
"hv109_53","educational attainment"
"hv109_54","educational attainment"
"hv109_55","educational attainment"
"hv109_56","educational attainment"
"hv109_57","educational attainment"
"hv109_58","educational attainment"
"hv109_59","educational attainment"
"hv109_60","educational attainment"
"hv109_61","educational attainment"
"hv109_62","educational attainment"
"hv109_63","educational attainment"
"hv109_64","educational attainment"
"hv109_65","educational attainment"
"hv109_66","educational attainment"
"hv109_67","educational attainment"
"hv109_68","educational attainment"
"hv109_69","educational attainment"
"hv109_70","educational attainment"
"hv109_71","educational attainment"
"hv109_72","educational attainment"
"hv109_73","educational attainment"
"hv109_74","educational attainment"
"hv109_75","educational attainment"
"hv109_76","educational attainment"
"hv109_77","educational attainment"
"hv109_78","educational attainment"
"hv109_79","educational attainment"
"hv109_80","educational attainment"
"hv109_81","educational attainment"
"hv109_82","educational attainment"
"hv109_83","educational attainment"
"hv109_84","educational attainment"
"hv109_85","educational attainment"
"hv109_86","educational attainment"
"hv109_87","educational attainment"
"hv109_88","educational attainment"
"hv109_89","educational attainment"
"hv109_90","educational attainment"
"hv110_01","na - member still in school"
"hv110_02","na - member still in school"
"hv110_03","na - member still in school"
"hv110_04","na - member still in school"
"hv110_05","na - member still in school"
"hv110_06","na - member still in school"
"hv110_07","na - member still in school"
"hv110_08","na - member still in school"
"hv110_09","na - member still in school"
"hv110_10","na - member still in school"
"hv110_11","na - member still in school"
"hv110_12","na - member still in school"
"hv110_13","na - member still in school"
"hv110_14","na - member still in school"
"hv110_15","na - member still in school"
"hv110_16","na - member still in school"
"hv110_17","na - member still in school"
"hv110_18","na - member still in school"
"hv110_19","na - member still in school"
"hv110_20","na - member still in school"
"hv110_21","na - member still in school"
"hv110_22","na - member still in school"
"hv110_23","na - member still in school"
"hv110_24","na - member still in school"
"hv110_25","na - member still in school"
"hv110_26","na - member still in school"
"hv110_27","na - member still in school"
"hv110_28","na - member still in school"
"hv110_29","na - member still in school"
"hv110_30","na - member still in school"
"hv110_31","na - member still in school"
"hv110_32","na - member still in school"
"hv110_33","na - member still in school"
"hv110_34","na - member still in school"
"hv110_35","na - member still in school"
"hv110_36","na - member still in school"
"hv110_37","na - member still in school"
"hv110_38","na - member still in school"
"hv110_39","na - member still in school"
"hv110_40","na - member still in school"
"hv110_41","na - member still in school"
"hv110_42","na - member still in school"
"hv110_43","na - member still in school"
"hv110_44","na - member still in school"
"hv110_45","na - member still in school"
"hv110_46","na - member still in school"
"hv110_47","na - member still in school"
"hv110_48","na - member still in school"
"hv110_49","na - member still in school"
"hv110_50","na - member still in school"
"hv110_51","na - member still in school"
"hv110_52","na - member still in school"
"hv110_53","na - member still in school"
"hv110_54","na - member still in school"
"hv110_55","na - member still in school"
"hv110_56","na - member still in school"
"hv110_57","na - member still in school"
"hv110_58","na - member still in school"
"hv110_59","na - member still in school"
"hv110_60","na - member still in school"
"hv110_61","na - member still in school"
"hv110_62","na - member still in school"
"hv110_63","na - member still in school"
"hv110_64","na - member still in school"
"hv110_65","na - member still in school"
"hv110_66","na - member still in school"
"hv110_67","na - member still in school"
"hv110_68","na - member still in school"
"hv110_69","na - member still in school"
"hv110_70","na - member still in school"
"hv110_71","na - member still in school"
"hv110_72","na - member still in school"
"hv110_73","na - member still in school"
"hv110_74","na - member still in school"
"hv110_75","na - member still in school"
"hv110_76","na - member still in school"
"hv110_77","na - member still in school"
"hv110_78","na - member still in school"
"hv110_79","na - member still in school"
"hv110_80","na - member still in school"
"hv110_81","na - member still in school"
"hv110_82","na - member still in school"
"hv110_83","na - member still in school"
"hv110_84","na - member still in school"
"hv110_85","na - member still in school"
"hv110_86","na - member still in school"
"hv110_87","na - member still in school"
"hv110_88","na - member still in school"
"hv110_89","na - member still in school"
"hv110_90","na - member still in school"
"hv111_01","mother alive"
"hv111_02","mother alive"
"hv111_03","mother alive"
"hv111_04","mother alive"
"hv111_05","mother alive"
"hv111_06","mother alive"
"hv111_07","mother alive"
"hv111_08","mother alive"
"hv111_09","mother alive"
"hv111_10","mother alive"
"hv111_11","mother alive"
"hv111_12","mother alive"
"hv111_13","mother alive"
"hv111_14","mother alive"
"hv111_15","mother alive"
"hv111_16","mother alive"
"hv111_17","mother alive"
"hv111_18","mother alive"
"hv111_19","mother alive"
"hv111_20","mother alive"
"hv111_21","mother alive"
"hv111_22","mother alive"
"hv111_23","mother alive"
"hv111_24","mother alive"
"hv111_25","mother alive"
"hv111_26","mother alive"
"hv111_27","mother alive"
"hv111_28","mother alive"
"hv111_29","mother alive"
"hv111_30","mother alive"
"hv111_31","mother alive"
"hv111_32","mother alive"
"hv111_33","mother alive"
"hv111_34","mother alive"
"hv111_35","mother alive"
"hv111_36","mother alive"
"hv111_37","mother alive"
"hv111_38","mother alive"
"hv111_39","mother alive"
"hv111_40","mother alive"
"hv111_41","mother alive"
"hv111_42","mother alive"
"hv111_43","mother alive"
"hv111_44","mother alive"
"hv111_45","mother alive"
"hv111_46","mother alive"
"hv111_47","mother alive"
"hv111_48","mother alive"
